Detectado,Acuracia
person, 0.7735
person, 0.7645
person, 0.7499
person, 0.6952
person, 0.6904
person, 0.6821
person, 0.6714
person, 0.6226
person, 0.6224
person, 0.5478
person, 0.5409
person, 0.9627
person, 0.9485
person, 0.9301
person, 0.9266
person, 0.9186
person, 0.8907
person, 0.8672
person, 0.8638
person, 0.8577
person, 0.8446
person, 0.8411
person, 0.8390
person, 0.8328
person, 0.8105
person, 0.8083
person, 0.8015
person, 0.7744
person, 0.7589
person, 0.7341
person, 0.7337
person, 0.7186
person, 0.6734
person, 0.6556
person, 0.5870
person, 0.5870
person, 0.5864
person, 0.5368
person, 0.5007
person, 0.9545
person, 0.9372
person, 0.9285
person, 0.9278
person, 0.9111
person, 0.9088
person, 0.8946
person, 0.8734
person, 0.8591
person, 0.8331
person, 0.8223
person, 0.8118
person, 0.8058
person, 0.7972
person, 0.7670
person, 0.7648
person, 0.7460
person, 0.7356
person, 0.7295
person, 0.7070
person, 0.7067
person, 0.6930
person, 0.6445
person, 0.5981
person, 0.5659
person, 0.5373
person, 0.9454
person, 0.9403
person, 0.9254
person, 0.9100
person, 0.9025
person, 0.8634
person, 0.8547
person, 0.8364
person, 0.8309
person, 0.7958
person, 0.7924
person, 0.7891
person, 0.7855
person, 0.7752
person, 0.7721
person, 0.7629
person, 0.7616
person, 0.7587
person, 0.7419
person, 0.7350
person, 0.7153
person, 0.6979
person, 0.6796
person, 0.5967
person, 0.5565
person, 0.9537
person, 0.9322
person, 0.9262
person, 0.9248
person, 0.9200
person, 0.9192
person, 0.8764
person, 0.8595
person, 0.8531
person, 0.8287
person, 0.8169
person, 0.8111
person, 0.8025
person, 0.7965
person, 0.7777
person, 0.7699
person, 0.7507
person, 0.7411
person, 0.7173
person, 0.7143
person, 0.6984
person, 0.6679
person, 0.6002
person, 0.5812
person, 0.5424
person, 0.5037
person, 0.9545
person, 0.9444
person, 0.9179
person, 0.8895
person, 0.8825
person, 0.8782
person, 0.8716
person, 0.8623
person, 0.8451
person, 0.8355
person, 0.8347
person, 0.8184
person, 0.8136
person, 0.8081
person, 0.7938
person, 0.7663
person, 0.7472
person, 0.7323
person, 0.7320
person, 0.7316
person, 0.7304
person, 0.7091
person, 0.6910
person, 0.6804
person, 0.5491
person, 0.5069
person, 0.9715
person, 0.9516
person, 0.9424
person, 0.9338
person, 0.9289
person, 0.9103
person, 0.8921
person, 0.8806
person, 0.8678
person, 0.8665
person, 0.8649
person, 0.8482
person, 0.8361
person, 0.8337
person, 0.8200
person, 0.8153
person, 0.8105
person, 0.8022
person, 0.7691
person, 0.7626
person, 0.7298
person, 0.6764
person, 0.6762
person, 0.6561
person, 0.6270
person, 0.5662
person, 0.9774
person, 0.9403
person, 0.9337
person, 0.9246
person, 0.9216
person, 0.9193
person, 0.9174
person, 0.9083
person, 0.9026
person, 0.8708
person, 0.8700
person, 0.8551
person, 0.8526
person, 0.8447
person, 0.8142
person, 0.8122
person, 0.8092
person, 0.8012
person, 0.7439
person, 0.7334
person, 0.6997
person, 0.6773
person, 0.6127
person, 0.6058
person, 0.5562
person, 0.5499
person, 0.5465
person, 0.5314
person, 0.5230
person, 0.5205
person, 0.5145
person, 0.9814
person, 0.9669
person, 0.9505
person, 0.9230
person, 0.9193
person, 0.9159
person, 0.9094
person, 0.8933
person, 0.8833
person, 0.8744
person, 0.8734
person, 0.8686
person, 0.8481
person, 0.8444
person, 0.8351
person, 0.8279
person, 0.8134
person, 0.8094
person, 0.8001
person, 0.7870
person, 0.6698
person, 0.6615
person, 0.6192
person, 0.5814
person, 0.5786
person, 0.5686
person, 0.5525
person, 0.5185
person, 0.5093
person, 0.9694
person, 0.9549
person, 0.9315
person, 0.9312
person, 0.9214
person, 0.8791
person, 0.8756
person, 0.8731
person, 0.8632
person, 0.8600
person, 0.8590
person, 0.8517
person, 0.8341
person, 0.8204
person, 0.8024
person, 0.7977
person, 0.7871
person, 0.7625
person, 0.7534
person, 0.7498
person, 0.6445
person, 0.6253
person, 0.5995
person, 0.5980
person, 0.5918
person, 0.5272
person, 0.5174
person, 0.5113
person, 0.9592
person, 0.9537
person, 0.9518
person, 0.9412
person, 0.9298
person, 0.9120
person, 0.9051
person, 0.9029
person, 0.8656
person, 0.8623
person, 0.8605
person, 0.8520
person, 0.8230
person, 0.8217
person, 0.8109
person, 0.8056
person, 0.8042
person, 0.8038
person, 0.7673
person, 0.7375
person, 0.6697
person, 0.6254
person, 0.6200
person, 0.5636
person, 0.5415
person, 0.5215
person, 0.5010
person, 0.5005
person, 0.9692
person, 0.9624
person, 0.9545
person, 0.9406
person, 0.9379
person, 0.9338
person, 0.9160
person, 0.9104
person, 0.8791
person, 0.8669
person, 0.8594
person, 0.8475
person, 0.8294
person, 0.8101
person, 0.7964
person, 0.7925
person, 0.7664
person, 0.7434
person, 0.7414
person, 0.7341
person, 0.7187
person, 0.7077
person, 0.7012
person, 0.6509
person, 0.6221
person, 0.6011
person, 0.5461
person, 0.5183
person, 0.5141
person, 0.5010
person, 0.9705
person, 0.9551
person, 0.9494
person, 0.9401
person, 0.9308
person, 0.9260
person, 0.9259
person, 0.9186
person, 0.9134
person, 0.9096
person, 0.9041
person, 0.9031
person, 0.8859
person, 0.8722
person, 0.8449
person, 0.8393
person, 0.8118
person, 0.8104
person, 0.7797
person, 0.7457
person, 0.7235
person, 0.6712
person, 0.6016
person, 0.5778
person, 0.5751
person, 0.5501
person, 0.5168
person, 0.9696
person, 0.9457
person, 0.9446
person, 0.9344
person, 0.9294
person, 0.9121
person, 0.9077
person, 0.8881
person, 0.8811
person, 0.8755
person, 0.8739
person, 0.8679
person, 0.8585
person, 0.8382
person, 0.7974
person, 0.7966
person, 0.7670
person, 0.7374
person, 0.7337
person, 0.7060
person, 0.7051
person, 0.6852
person, 0.6675
person, 0.6330
person, 0.6011
person, 0.5591
person, 0.5288
person, 0.5165
person, 0.9783
person, 0.9473
person, 0.9351
person, 0.9341
person, 0.9327
person, 0.9286
person, 0.9240
person, 0.9123
person, 0.8994
person, 0.8968
person, 0.8696
person, 0.8577
person, 0.8304
person, 0.8170
person, 0.8136
person, 0.7841
person, 0.7409
person, 0.7062
person, 0.6874
person, 0.6873
person, 0.6440
person, 0.6225
person, 0.6217
person, 0.6207
person, 0.6085
person, 0.6048
person, 0.5528
person, 0.5508
person, 0.9719
person, 0.9684
person, 0.9339
person, 0.9337
person, 0.9314
person, 0.9043
person, 0.9026
person, 0.8956
person, 0.8864
person, 0.8863
person, 0.8740
person, 0.8573
person, 0.8520
person, 0.8269
person, 0.7923
person, 0.7838
person, 0.7700
person, 0.7690
person, 0.7645
person, 0.7535
person, 0.6997
person, 0.6761
person, 0.5866
person, 0.5847
person, 0.5584
person, 0.5469
person, 0.5084
person, 0.9834
person, 0.9745
person, 0.9489
person, 0.9456
person, 0.9435
person, 0.9392
person, 0.9352
person, 0.9339
person, 0.8881
person, 0.8829
person, 0.8726
person, 0.8717
person, 0.8646
person, 0.8587
person, 0.8003
person, 0.7899
person, 0.7501
person, 0.7460
person, 0.7459
person, 0.7431
person, 0.7353
person, 0.7347
person, 0.6325
person, 0.6154
person, 0.5720
person, 0.5455
person, 0.5365
person, 0.9787
person, 0.9774
person, 0.9650
person, 0.9627
person, 0.9570
person, 0.9408
person, 0.9361
person, 0.9045
person, 0.8991
person, 0.8958
person, 0.8931
person, 0.8807
person, 0.8707
person, 0.8595
person, 0.8439
person, 0.8287
person, 0.8280
person, 0.8059
person, 0.7939
person, 0.7896
person, 0.7320
person, 0.6832
person, 0.6783
person, 0.6458
person, 0.6416
person, 0.5715
person, 0.9785
person, 0.9688
person, 0.9686
person, 0.9660
person, 0.9628
person, 0.9556
person, 0.9192
person, 0.9161
person, 0.9092
person, 0.8975
person, 0.8881
person, 0.8862
person, 0.8694
person, 0.8567
person, 0.8312
person, 0.8236
person, 0.8212
person, 0.8141
person, 0.8119
person, 0.7844
person, 0.6867
person, 0.6649
person, 0.6264
person, 0.6081
person, 0.6000
person, 0.5517
person, 0.9795
person, 0.9720
person, 0.9504
person, 0.9459
person, 0.9454
person, 0.9323
person, 0.9223
person, 0.9094
person, 0.8972
person, 0.8892
person, 0.8864
person, 0.8808
person, 0.8792
person, 0.8587
person, 0.8475
person, 0.8470
person, 0.8146
person, 0.7871
person, 0.7088
person, 0.6552
person, 0.6434
person, 0.6160
person, 0.5994
person, 0.5745
person, 0.5715
person, 0.5334
person, 0.9817
person, 0.9728
person, 0.9647
person, 0.9155
person, 0.9113
person, 0.9012
person, 0.8884
person, 0.8735
person, 0.8690
person, 0.8683
person, 0.8533
person, 0.8444
person, 0.8375
person, 0.8336
person, 0.8310
person, 0.8057
person, 0.7817
person, 0.7228
person, 0.7103
person, 0.7069
person, 0.6567
person, 0.6399
person, 0.6328
person, 0.6184
person, 0.6040
person, 0.5339
person, 0.9807
person, 0.9732
person, 0.9693
person, 0.9021
person, 0.9016
person, 0.8805
person, 0.8706
person, 0.8693
person, 0.8657
person, 0.8637
person, 0.8597
person, 0.8589
person, 0.8583
person, 0.8573
person, 0.8540
person, 0.8202
person, 0.8002
person, 0.7894
person, 0.7833
person, 0.7613
person, 0.7310
person, 0.6294
person, 0.6283
person, 0.6108
person, 0.5092
person, 0.9740
person, 0.9618
person, 0.9593
person, 0.9418
person, 0.9248
person, 0.9055
person, 0.8988
person, 0.8920
person, 0.8829
person, 0.8691
person, 0.8687
person, 0.8679
person, 0.8629
person, 0.8549
person, 0.8512
person, 0.8348
person, 0.8289
person, 0.7955
person, 0.7913
person, 0.7825
person, 0.7271
person, 0.6949
person, 0.6437
person, 0.6311
person, 0.5785
person, 0.5177
person, 0.9704
person, 0.9603
person, 0.9475
person, 0.9210
person, 0.9178
person, 0.9157
person, 0.9151
person, 0.9084
person, 0.8983
person, 0.8855
person, 0.8832
person, 0.8622
person, 0.8574
person, 0.8283
person, 0.8240
person, 0.8213
person, 0.8166
person, 0.8093
person, 0.7553
person, 0.7179
person, 0.7117
person, 0.6691
person, 0.6150
person, 0.6051
person, 0.5111
person, 0.9774
person, 0.9636
person, 0.9492
person, 0.9400
person, 0.9384
person, 0.9359
person, 0.9243
person, 0.9177
person, 0.9175
person, 0.9073
person, 0.9060
person, 0.8863
person, 0.8766
person, 0.8605
person, 0.8578
person, 0.8330
person, 0.8302
person, 0.8104
person, 0.7458
person, 0.7268
person, 0.7168
person, 0.7042
person, 0.6833
person, 0.6752
person, 0.6649
person, 0.5243
person, 0.9774
person, 0.9573
person, 0.9556
person, 0.9388
person, 0.9384
person, 0.9321
person, 0.9247
person, 0.9187
person, 0.9166
person, 0.9099
person, 0.9052
person, 0.8953
person, 0.8812
person, 0.8729
person, 0.8657
person, 0.8519
person, 0.8313
person, 0.8134
person, 0.8046
person, 0.7652
person, 0.7579
person, 0.7505
person, 0.7130
person, 0.7129
person, 0.6839
person, 0.5291
person, 0.9759
person, 0.9522
person, 0.9375
person, 0.9356
person, 0.9241
person, 0.9223
person, 0.9214
person, 0.9136
person, 0.9124
person, 0.9011
person, 0.8912
person, 0.8749
person, 0.8718
person, 0.8667
person, 0.8577
person, 0.8473
person, 0.8414
person, 0.8247
person, 0.8129
person, 0.8087
person, 0.7652
person, 0.7063
person, 0.6998
person, 0.6892
person, 0.5687
person, 0.5496
person, 0.5143
person, 0.5063
person, 0.9636
person, 0.9548
person, 0.9540
person, 0.9502
person, 0.9396
person, 0.9081
person, 0.9033
person, 0.8879
person, 0.8873
person, 0.8752
person, 0.8660
person, 0.8656
person, 0.8461
person, 0.8441
person, 0.8393
person, 0.8304
person, 0.7908
person, 0.7888
person, 0.7754
person, 0.7572
person, 0.7405
person, 0.6951
person, 0.6643
person, 0.6094
person, 0.5665
person, 0.5588
person, 0.5508
person, 0.5235
person, 0.9848
person, 0.9514
person, 0.9463
person, 0.9409
person, 0.9284
person, 0.9078
person, 0.9046
person, 0.9034
person, 0.8784
person, 0.8775
person, 0.8728
person, 0.8654
person, 0.8482
person, 0.8376
person, 0.8288
person, 0.8263
person, 0.8190
person, 0.8164
person, 0.7971
person, 0.7860
person, 0.7856
person, 0.6632
person, 0.6453
person, 0.5913
person, 0.5768
person, 0.5226
person, 0.9383
person, 0.9071
person, 0.9021
person, 0.8965
person, 0.8909
person, 0.8851
person, 0.8688
person, 0.8643
person, 0.8524
person, 0.8465
person, 0.8223
person, 0.8090
person, 0.8044
person, 0.8005
person, 0.7985
person, 0.7809
person, 0.7772
person, 0.7604
person, 0.7565
person, 0.7098
person, 0.6700
person, 0.6595
person, 0.6049
person, 0.5519
person, 0.5329
person, 0.9602
person, 0.9451
person, 0.9349
person, 0.9137
person, 0.9056
person, 0.8939
person, 0.8915
person, 0.8884
person, 0.8852
person, 0.8830
person, 0.8719
person, 0.8617
person, 0.8498
person, 0.8457
person, 0.8319
person, 0.8207
person, 0.7973
person, 0.7959
person, 0.7954
person, 0.7920
person, 0.7836
person, 0.7806
person, 0.7126
person, 0.6563
person, 0.6080
person, 0.5865
person, 0.5443
person, 0.5195
person, 0.5106
person, 0.5096
person, 0.9611
person, 0.9541
person, 0.8986
person, 0.8835
person, 0.8835
person, 0.8833
person, 0.8737
person, 0.8674
person, 0.8567
person, 0.8519
person, 0.8504
person, 0.8437
person, 0.8417
person, 0.8382
person, 0.8293
person, 0.7874
person, 0.7857
person, 0.7735
person, 0.7548
person, 0.7430
person, 0.7161
person, 0.6990
person, 0.6920
person, 0.5873
person, 0.5740
person, 0.5668
person, 0.5613
person, 0.9488
person, 0.9383
person, 0.9205
person, 0.9011
person, 0.8993
person, 0.8946
person, 0.8881
person, 0.8859
person, 0.8840
person, 0.8782
person, 0.8623
person, 0.8383
person, 0.8108
person, 0.7926
person, 0.7603
person, 0.7471
person, 0.7321
person, 0.7246
person, 0.7006
person, 0.6843
person, 0.6795
person, 0.6723
person, 0.6401
person, 0.5867
person, 0.5756
person, 0.5604
person, 0.5348
person, 0.5160
person, 0.5052
person, 0.9178
person, 0.9107
person, 0.9027
person, 0.8930
person, 0.8896
person, 0.8867
person, 0.8748
person, 0.8565
person, 0.8507
person, 0.8494
person, 0.8003
person, 0.7793
person, 0.7533
person, 0.7237
person, 0.7001
person, 0.6901
person, 0.6898
person, 0.6853
person, 0.6738
person, 0.6567
person, 0.6265
person, 0.5968
person, 0.5933
person, 0.5817
person, 0.5570
person, 0.5552
person, 0.5470
person, 0.5464
person, 0.9286
person, 0.9156
person, 0.9079
person, 0.9076
person, 0.9032
person, 0.8966
person, 0.8950
person, 0.8930
person, 0.8685
person, 0.8419
person, 0.8403
person, 0.8270
person, 0.8091
person, 0.7968
person, 0.7958
person, 0.7920
person, 0.7874
person, 0.7311
person, 0.6680
person, 0.6551
person, 0.6288
person, 0.6251
person, 0.5661
person, 0.5446
person, 0.5242
person, 0.9626
person, 0.9375
person, 0.9251
person, 0.9157
person, 0.9132
person, 0.8998
person, 0.8971
person, 0.8901
person, 0.8860
person, 0.8804
person, 0.8742
person, 0.8680
person, 0.8567
person, 0.8347
person, 0.8346
person, 0.7917
person, 0.7859
person, 0.7638
person, 0.7601
person, 0.6800
person, 0.6779
person, 0.6529
person, 0.6514
person, 0.6343
person, 0.6279
person, 0.5887
person, 0.5165
person, 0.9407
person, 0.9379
person, 0.9322
person, 0.9262
person, 0.9247
person, 0.9137
person, 0.9041
person, 0.9014
person, 0.9002
person, 0.8933
person, 0.8902
person, 0.8865
person, 0.8635
person, 0.8617
person, 0.8458
person, 0.8108
person, 0.7806
person, 0.7785
person, 0.7676
person, 0.7352
person, 0.6629
person, 0.6512
person, 0.6470
person, 0.6173
person, 0.6027
person, 0.5523
person, 0.9666
person, 0.9488
person, 0.9381
person, 0.9271
person, 0.9268
person, 0.9159
person, 0.9107
person, 0.9041
person, 0.8974
person, 0.8898
person, 0.8772
person, 0.8745
person, 0.8541
person, 0.8418
person, 0.8293
person, 0.8126
person, 0.7820
person, 0.7766
person, 0.7536
person, 0.6932
person, 0.6138
person, 0.6085
person, 0.5868
person, 0.5798
person, 0.5793
person, 0.5451
person, 0.5262
person, 0.9725
person, 0.9669
person, 0.9405
person, 0.9297
person, 0.9277
person, 0.9258
person, 0.9240
person, 0.9130
person, 0.8987
person, 0.8804
person, 0.8791
person, 0.8678
person, 0.8646
person, 0.8630
person, 0.7976
person, 0.7879
person, 0.7785
person, 0.7602
person, 0.7153
person, 0.7112
person, 0.6873
person, 0.6810
person, 0.6021
person, 0.5771
person, 0.5547
person, 0.9807
person, 0.9699
person, 0.9543
person, 0.9503
person, 0.9311
person, 0.9288
person, 0.9095
person, 0.8995
person, 0.8994
person, 0.8721
person, 0.8615
person, 0.8558
person, 0.8551
person, 0.8458
person, 0.8144
person, 0.8082
person, 0.8026
person, 0.7737
person, 0.7377
person, 0.7352
person, 0.6549
person, 0.6365
person, 0.5602
person, 0.5440
person, 0.9850
person, 0.9643
person, 0.9621
person, 0.9483
person, 0.9462
person, 0.9222
person, 0.9043
person, 0.9022
person, 0.8938
person, 0.8698
person, 0.8698
person, 0.8662
person, 0.8491
person, 0.8357
person, 0.8355
person, 0.7961
person, 0.7566
person, 0.7535
person, 0.7398
person, 0.6854
person, 0.6557
person, 0.6132
person, 0.5586
person, 0.5556
person, 0.5548
person, 0.5460
person, 0.9846
person, 0.9363
person, 0.9197
person, 0.9156
person, 0.9059
person, 0.9053
person, 0.8995
person, 0.8926
person, 0.8863
person, 0.8747
person, 0.8671
person, 0.8646
person, 0.8586
person, 0.8583
person, 0.8495
person, 0.7963
person, 0.7654
person, 0.7540
person, 0.7412
person, 0.7307
person, 0.7166
person, 0.6797
person, 0.6474
person, 0.6114
person, 0.5881
person, 0.5519
person, 0.9861
person, 0.9411
person, 0.9260
person, 0.9200
person, 0.9191
person, 0.9184
person, 0.8973
person, 0.8901
person, 0.8719
person, 0.8709
person, 0.8544
person, 0.8305
person, 0.8287
person, 0.8252
person, 0.8022
person, 0.7896
person, 0.7636
person, 0.7312
person, 0.6848
person, 0.6575
person, 0.6338
person, 0.6290
person, 0.6259
person, 0.5179
person, 0.5107
person, 0.9816
person, 0.9735
person, 0.9455
person, 0.9059
person, 0.8887
person, 0.8840
person, 0.8792
person, 0.8770
person, 0.8658
person, 0.8543
person, 0.8540
person, 0.8539
person, 0.8480
person, 0.8209
person, 0.7789
person, 0.7409
person, 0.7381
person, 0.7110
person, 0.7073
person, 0.6444
person, 0.6393
person, 0.6384
person, 0.5971
person, 0.5868
person, 0.5723
person, 0.5424
person, 0.9800
person, 0.9696
person, 0.9588
person, 0.9365
person, 0.9222
person, 0.9211
person, 0.9015
person, 0.8918
person, 0.8818
person, 0.8788
person, 0.8322
person, 0.8135
person, 0.8041
person, 0.7978
person, 0.7743
person, 0.7660
person, 0.7533
person, 0.7526
person, 0.7330
person, 0.7190
person, 0.6818
person, 0.6727
person, 0.6621
person, 0.5969
person, 0.5796
person, 0.5662
person, 0.5251
person, 0.9435
person, 0.9383
person, 0.9382
person, 0.9375
person, 0.9265
person, 0.9167
person, 0.9020
person, 0.8786
person, 0.8598
person, 0.8412
person, 0.8408
person, 0.8321
person, 0.8030
person, 0.7937
person, 0.7776
person, 0.7339
person, 0.7111
person, 0.6956
person, 0.6715
person, 0.6563
person, 0.6330
person, 0.5896
person, 0.5723
person, 0.5670
person, 0.5612
person, 0.5520
person, 0.9566
person, 0.9563
person, 0.9472
person, 0.9367
person, 0.9355
person, 0.9078
person, 0.9059
person, 0.8913
person, 0.8648
person, 0.8130
person, 0.7949
person, 0.7711
person, 0.7676
person, 0.7676
person, 0.7559
person, 0.7521
person, 0.7176
person, 0.7011
person, 0.6794
person, 0.6685
person, 0.6636
person, 0.6023
person, 0.5972
person, 0.5955
person, 0.5784
person, 0.5552
person, 0.5459
person, 0.9830
person, 0.9610
person, 0.9600
person, 0.9472
person, 0.9439
person, 0.9251
person, 0.9044
person, 0.8991
person, 0.8579
person, 0.8362
person, 0.8196
person, 0.8189
person, 0.7985
person, 0.7805
person, 0.7561
person, 0.7436
person, 0.7107
person, 0.6835
person, 0.6766
person, 0.6715
person, 0.6645
person, 0.6633
person, 0.6293
person, 0.6033
person, 0.5882
person, 0.5790
person, 0.5598
person, 0.9903
person, 0.9616
person, 0.9615
person, 0.9487
person, 0.9389
person, 0.9376
person, 0.9282
person, 0.9049
person, 0.8864
person, 0.8827
person, 0.8258
person, 0.8089
person, 0.8030
person, 0.7995
person, 0.7620
person, 0.7591
person, 0.7552
person, 0.7367
person, 0.7203
person, 0.7195
person, 0.7155
person, 0.6624
person, 0.6515
person, 0.5702
person, 0.5354
person, 0.9895
person, 0.9613
person, 0.9586
person, 0.9585
person, 0.9446
person, 0.9254
person, 0.9231
person, 0.8955
person, 0.8894
person, 0.8585
person, 0.8432
person, 0.8387
person, 0.8362
person, 0.8302
person, 0.7813
person, 0.7781
person, 0.7701
person, 0.7515
person, 0.7383
person, 0.7231
person, 0.6938
person, 0.6892
person, 0.6794
person, 0.6331
person, 0.6242
person, 0.6186
person, 0.5754
